ID,Article Title,prediction type,dependency,Publication Year,Source Title,JCR,CAS,mID,metrics,suit,category
102,A software defect prediction method with metric compensation based on feature selection and transfer learning,Cross-project,defect-prone,2022,FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2,3,143,Decision density,McCabe,traditional
104,Genetic Evolution-Based Feature Selection for Software Defect Prediction Using SVMs,Intra-release,defect-prone,2022,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,4,4,143,Decision density,McCabe,traditional
106,Software fault prediction using evolving populations with mathematical diversification,Intra-release,defect-prone,2022,SOFT COMPUTING,2,3,143,Decision density,McCabe,traditional
110,A novel multi-view ordinal classification approach for software bug prediction,Intra-release,defect-prone,2022,EXPERT SYSTEMS,2,4,143,Decision density,McCabe,traditional
111,Causally Remove Negative Confound Effects of Size Metric for Software Defect Prediction,Intra-release,defect-prone,2022,APPLIED SCIENCES-BASEL,2,4,143,Decision density,McCabe,traditional
122,Combining Deep Learning and Kernel PCA for Software Defect Prediction,Intra-release,defect-prone,2022,Association for Computing Machinery,0,0,143,Decision density,McCabe,traditional
124,Performance Analysis of Feature Selection Techniques in Software Defect Prediction using Machine Learning,Intra-release,defect-prone,2022,"2022 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)",0,0,143,Decision density,McCabe,traditional
125,Software Defect Density Prediction Using Deep Learning,Cross-project,defect-density,2022,IEEE Access,0,0,143,Decision density,McCabe,traditional
127,Search-based Feature Selection for Cross-Project Fault Prediction,Cross-project,defect-prone,2022,2022 IEEE Pune Section International Conference (PuneCon),0,0,143,Decision density,McCabe,traditional
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,143,Decision density,McCabe,traditional
146,Deep learning based software defect prediction,Intra-release,defect-number,2020,Neurocomputing,0,0,143,Decision density,McCabe,traditional
154,The Impact of Feature Selection on Defect Prediction Performance: An Empirical Comparison,Intra-release,defect-prone,2016,2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE),0,0,143,Decision density,McCabe,traditional
156,"How, and why, process metrics are better",Inter-release,defect-prone,2013,2013 35th International Conference on Software Engineering (ICSE),0,0,143,Decision density,McCabe,traditional
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,144,Design density,McCabe,traditional
7,Two-Stage Cost-Sensitive Learning for Software Defect Prediction,Intra-release,defect-prone,2014,IEEE TRANSACTIONS ON RELIABILITY,1,2,144,Design density,McCabe,traditional
9,Combining the requirement information for software defect estimation in design time,Intra-release,defect-prone,2014,INFORMATION PROCESSING LETTERS,4,4,144,Design density,McCabe,traditional
36,A dimensionality reduction-based efficient software fault prediction using Fisher linear discriminant analysis (FLDA),Intra-release,defect-prone,2018,JOURNAL OF SUPERCOMPUTING,2,4,144,Design density,McCabe,traditional
38,A Framework for Software Defect Prediction and Metric Selection,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,144,Design density,McCabe,traditional
39,A novel software defect prediction based on atomic class-association rule mining,Intra-release,defect-prone,2018,EXPERT SYSTEMS WITH APPLICATIONS,1,1,144,Design density,McCabe,traditional
43,The Empirical Study of Semi-Supervised Deep Fuzzy C-Mean Clustering for Software Fault Prediction,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,144,Design density,McCabe,traditional
58,An Empirical Study for Enhanced Software Defect Prediction Using a Learning-Based Framework,Intra-release,defect-prone,2019,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,144,Design density,McCabe,traditional
59,A Hybrid Feature Selection Method for Software Fault Prediction,Intra-release,defect-prone,2019,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,144,Design density,McCabe,traditional
68,A Novel Feature Selection Method Based on Maximum Likelihood Logistic Regression for Imbalanced Learning in Software Defect Prediction,Intra-release,defect-prone,2020,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,4,144,Design density,McCabe,traditional
69,Software Defect Prediction Based on Stacked Contractive Autoencoder and Multi-Objective Optimization,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,144,Design density,McCabe,traditional
83,Discriminating features-based cost-sensitive approach for software defect prediction,Intra-release,defect-prone,2021,AUTOMATED SOFTWARE ENGINEERING,2,3,144,Design density,McCabe,traditional
84,Analysis and modeling conditional mutual dependency of metrics in software defect prediction using latent variables,Inter-release/Cross-project,defect-prone,2021,NEUROCOMPUTING,2,2,144,Design density,McCabe,traditional
89,Research on Cross-Company Defect Prediction Method to Improve Software Security,Cross-project(Cross-company),defect-prone,2021,SECURITY AND COMMUNICATION NETWORKS,3,4,144,Design density,McCabe,traditional
91,RFC: a feature selection algorithm for software defect prediction,Intra-release,defect-prone,2021,JOURNAL OF SYSTEMS ENGINEERING AND ELECTRONICS,3,3,144,Design density,McCabe,traditional
96,Software defect prediction based on stacked sparse denoising autoencoders and enhanced extreme learning machine,Intra-release,defect-prone,2022,IET SOFTWARE,3,4,144,Design density,McCabe,traditional
102,A software defect prediction method with metric compensation based on feature selection and transfer learning,Cross-project,defect-prone,2022,FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2,3,144,Design density,McCabe,traditional
104,Genetic Evolution-Based Feature Selection for Software Defect Prediction Using SVMs,Intra-release,defect-prone,2022,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,4,4,144,Design density,McCabe,traditional
106,Software fault prediction using evolving populations with mathematical diversification,Intra-release,defect-prone,2022,SOFT COMPUTING,2,3,144,Design density,McCabe,traditional
110,A novel multi-view ordinal classification approach for software bug prediction,Intra-release,defect-prone,2022,EXPERT SYSTEMS,2,4,144,Design density,McCabe,traditional
111,Causally Remove Negative Confound Effects of Size Metric for Software Defect Prediction,Intra-release,defect-prone,2022,APPLIED SCIENCES-BASEL,2,4,144,Design density,McCabe,traditional
122,Combining Deep Learning and Kernel PCA for Software Defect Prediction,Intra-release,defect-prone,2022,Association for Computing Machinery,0,0,144,Design density,McCabe,traditional
124,Performance Analysis of Feature Selection Techniques in Software Defect Prediction using Machine Learning,Intra-release,defect-prone,2022,"2022 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)",0,0,144,Design density,McCabe,traditional
125,Software Defect Density Prediction Using Deep Learning,Cross-project,defect-density,2022,IEEE Access,0,0,144,Design density,McCabe,traditional
127,Search-based Feature Selection for Cross-Project Fault Prediction,Cross-project,defect-prone,2022,2022 IEEE Pune Section International Conference (PuneCon),0,0,144,Design density,McCabe,traditional
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,144,Design density,McCabe,traditional
146,Deep learning based software defect prediction,Intra-release,defect-number,2020,Neurocomputing,0,0,144,Design density,McCabe,traditional
154,The Impact of Feature Selection on Defect Prediction Performance: An Empirical Comparison,Intra-release,defect-prone,2016,2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE),0,0,144,Design density,McCabe,traditional
156,"How, and why, process metrics are better",Inter-release,defect-prone,2013,2013 35th International Conference on Software Engineering (ICSE),0,0,144,Design density,McCabe,traditional
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,145,Essential density,McCabe,traditional
7,Two-Stage Cost-Sensitive Learning for Software Defect Prediction,Intra-release,defect-prone,2014,IEEE TRANSACTIONS ON RELIABILITY,1,2,145,Essential density,McCabe,traditional
9,Combining the requirement information for software defect estimation in design time,Intra-release,defect-prone,2014,INFORMATION PROCESSING LETTERS,4,4,145,Essential density,McCabe,traditional
36,A dimensionality reduction-based efficient software fault prediction using Fisher linear discriminant analysis (FLDA),Intra-release,defect-prone,2018,JOURNAL OF SUPERCOMPUTING,2,4,145,Essential density,McCabe,traditional
38,A Framework for Software Defect Prediction and Metric Selection,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,145,Essential density,McCabe,traditional
39,A novel software defect prediction based on atomic class-association rule mining,Intra-release,defect-prone,2018,EXPERT SYSTEMS WITH APPLICATIONS,1,1,145,Essential density,McCabe,traditional
43,The Empirical Study of Semi-Supervised Deep Fuzzy C-Mean Clustering for Software Fault Prediction,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,145,Essential density,McCabe,traditional
58,An Empirical Study for Enhanced Software Defect Prediction Using a Learning-Based Framework,Intra-release,defect-prone,2019,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,145,Essential density,McCabe,traditional
59,A Hybrid Feature Selection Method for Software Fault Prediction,Intra-release,defect-prone,2019,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,145,Essential density,McCabe,traditional
68,A Novel Feature Selection Method Based on Maximum Likelihood Logistic Regression for Imbalanced Learning in Software Defect Prediction,Intra-release,defect-prone,2020,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,4,145,Essential density,McCabe,traditional
69,Software Defect Prediction Based on Stacked Contractive Autoencoder and Multi-Objective Optimization,Intra-release,defect-prone,2020,CMC-COMPUTERS MATERIALS & CONTINUA,3,4,145,Essential density,McCabe,traditional
83,Discriminating features-based cost-sensitive approach for software defect prediction,Intra-release,defect-prone,2021,AUTOMATED SOFTWARE ENGINEERING,2,3,145,Essential density,McCabe,traditional
84,Analysis and modeling conditional mutual dependency of metrics in software defect prediction using latent variables,Inter-release/Cross-project,defect-prone,2021,NEUROCOMPUTING,2,2,145,Essential density,McCabe,traditional
89,Research on Cross-Company Defect Prediction Method to Improve Software Security,Cross-project(Cross-company),defect-prone,2021,SECURITY AND COMMUNICATION NETWORKS,3,4,145,Essential density,McCabe,traditional
91,RFC: a feature selection algorithm for software defect prediction,Intra-release,defect-prone,2021,JOURNAL OF SYSTEMS ENGINEERING AND ELECTRONICS,3,3,145,Essential density,McCabe,traditional
96,Software defect prediction based on stacked sparse denoising autoencoders and enhanced extreme learning machine,Intra-release,defect-prone,2022,IET SOFTWARE,3,4,145,Essential density,McCabe,traditional
102,A software defect prediction method with metric compensation based on feature selection and transfer learning,Cross-project,defect-prone,2022,FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2,3,145,Essential density,McCabe,traditional
104,Genetic Evolution-Based Feature Selection for Software Defect Prediction Using SVMs,Intra-release,defect-prone,2022,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,4,4,145,Essential density,McCabe,traditional
106,Software fault prediction using evolving populations with mathematical diversification,Intra-release,defect-prone,2022,SOFT COMPUTING,2,3,145,Essential density,McCabe,traditional
110,A novel multi-view ordinal classification approach for software bug prediction,Intra-release,defect-prone,2022,EXPERT SYSTEMS,2,4,145,Essential density,McCabe,traditional
111,Causally Remove Negative Confound Effects of Size Metric for Software Defect Prediction,Intra-release,defect-prone,2022,APPLIED SCIENCES-BASEL,2,4,145,Essential density,McCabe,traditional
122,Combining Deep Learning and Kernel PCA for Software Defect Prediction,Intra-release,defect-prone,2022,Association for Computing Machinery,0,0,145,Essential density,McCabe,traditional
124,Performance Analysis of Feature Selection Techniques in Software Defect Prediction using Machine Learning,Intra-release,defect-prone,2022,"2022 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)",0,0,145,Essential density,McCabe,traditional
125,Software Defect Density Prediction Using Deep Learning,Cross-project,defect-density,2022,IEEE Access,0,0,145,Essential density,McCabe,traditional
127,Search-based Feature Selection for Cross-Project Fault Prediction,Cross-project,defect-prone,2022,2022 IEEE Pune Section International Conference (PuneCon),0,0,145,Essential density,McCabe,traditional
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,145,Essential density,McCabe,traditional
146,Deep learning based software defect prediction,Intra-release,defect-number,2020,Neurocomputing,0,0,145,Essential density,McCabe,traditional
154,The Impact of Feature Selection on Defect Prediction Performance: An Empirical Comparison,Intra-release,defect-prone,2016,2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE),0,0,145,Essential density,McCabe,traditional
156,"How, and why, process metrics are better",Inter-release,defect-prone,2013,2013 35th International Conference on Software Engineering (ICSE),0,0,145,Essential density,McCabe,traditional
5,A STUDY OF SOFTWARE METRIC SELECTION TECHNIQUES: STABILITY ANALYSIS AND DEFECT PREDICTION MODEL PERFORMANCE,Inter-release,defect-prone,2013,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,4,4,146,Global data density,McCabe,traditional
7,Two-Stage Cost-Sensitive Learning for Software Defect Prediction,Intra-release,defect-prone,2014,IEEE TRANSACTIONS ON RELIABILITY,1,2,146,Global data density,McCabe,traditional
36,A dimensionality reduction-based efficient software fault prediction using Fisher linear discriminant analysis (FLDA),Intra-release,defect-prone,2018,JOURNAL OF SUPERCOMPUTING,2,4,146,Global data density,McCabe,traditional
38,A Framework for Software Defect Prediction and Metric Selection,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,146,Global data density,McCabe,traditional
39,A novel software defect prediction based on atomic class-association rule mining,Intra-release,defect-prone,2018,EXPERT SYSTEMS WITH APPLICATIONS,1,1,146,Global data density,McCabe,traditional
43,The Empirical Study of Semi-Supervised Deep Fuzzy C-Mean Clustering for Software Fault Prediction,Intra-release,defect-prone,2018,IEEE ACCESS,2,3,146,Global data density,McCabe,traditional
58,An Empirical Study for Enhanced Software Defect Prediction Using a Learning-Based Framework,Intra-release,defect-prone,2019,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,3,4,146,Global data density,McCabe,traditional
